Designator,Mid X,Mid Y,Rotation,Layer
C2,186.8,-117.4,0.0,top
C3,176.0,-110.7,0.0,top
C4,158.4,-113.8,0.0,top
D1,166.095,-87.2,0.0,top
D2,182.395,-87.0,0.0,top
D3,173.695,-97.2,0.0,top
J1,204.9,-65.195,0.0,top
Q1,167.19,-107.55,0.0,top
Q2,194.19,-113.45,0.0,top
Q3,185.99,-110.65,0.0,top
R1,155.5,-109.2,0.0,top
R2,154.0,-105.7,0.0,top
R3,161.1,-122.7,0.0,top
R4,176.2,-131.6,0.0,top
R5,171.8,-126.5,0.0,top
R6,171.2,-118.2,0.0,top
R7,196.7,-75.4,0.0,top
SW1,147.0,-69.5,0.0,top
